,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,n_pcs,rv,lid_mean,lid_median,lid_std,lid_kurtosis,lid_skew,lid_entropy,lid_hist0,lid_hist1,lid_hist2,lid_hist3,lid_hist4,lid_hist5,lid_hist6,lid_hist7,lid_hist8,lid_hist9,rc_mean,rc_median,rc_std,rc_kurtosis,rc_skew,rc_entropy,rc_hist0,rc_hist1,rc_hist2,rc_hist3,rc_hist4,rc_hist5,rc_hist6,rc_hist7,rc_hist8,rc_hist9,elapsed_time(secs)
base39_64000,0.0008345052927888834,0.00025018648921964353,5.285402136618872,7.34263565288553e-09,0.000125,0.0,0.07283998276568951,0.050687755687171966,9.702113932081359,6.9351178735115395,131.78843959970123,34.812542606373356,,,,,8000.0,15.586806020884397,0.6588756051956588,-0.07023297542105167,0.039434526564675824,11.553006317759948,0.48976693137974364,47.68638600066072,2.3030927693692256,-0.20405646128354216,1.3061839396830326,-0.23556776425154974,1.417841863234063,-49.417475171354994,4.624798598191246,8.0,0.0,0.0,0.0,64000.0,7.0,8.0,8.0,,97.10386117201571,5.103839272454803,11.473270821834067,0.4174702706983522,0.014401918625811876,0.05844687020301056,0.0,0.0,-0.23360408683289094,1.379481581907732,131.78843959970123,9.372288920993787,7.0,0.2488441821415349,8.342588834311817,8.239694540825234,1.0223452057138729,2.1606720498216614,0.862987101807058,9.20301613271559,0.0171,0.2569,0.4458,0.2155,0.0504,0.0111,0.0025,0.0002,0.0003,0.0002,0.8910718913761906,0.8911213583035877,0.011547125638589992,0.1869709037369458,0.03223785657036709,9.210256412345467,0.0006,0.0036,0.0397,0.1619,0.3251,0.3051,0.1318,0.027999999999999997,0.0036,0.0006,7.187715291976929
base51_100000,0.0004658968450509995,2.217240096661917e-05,5.523561943936839,0.0,0.00032,0.0,0.02015765270177988,0.013951643467627822,2.6933482481059885,1.8671895899938253,133.5804061271528,18.869947488468586,,,,,3125.0,15.75794470387939,0.25678740914773307,-0.08126542126188853,0.023317725652914983,11.682433783455926,0.18967440930528673,48.88609297125274,3.491230133800656,0.0803289945814639,0.42900010828206586,0.07522216796414477,0.44312421328110374,-49.617896997656224,3.277356754187447,32.0,0.0,0.0,0.0,100000.0,30.0,32.0,32.0,,98.50398996890897,4.233904467574663,11.556715044400988,0.15322261997117287,0.00147655933528655,0.014431930661736196,0.0,0.0,0.07615104389952111,0.4383258573408037,133.58040612715274,3.5500916940541805,29.0,0.1224649235808308,24.045269392047853,23.854106897104984,2.7961514175869366,0.4077597710216071,0.39752232707027546,9.203634343598935,0.0049,0.0401,0.1671,0.302,0.262,0.1514,0.0522,0.0156,0.0038,0.0009,0.9594475653446806,0.9596480334401484,0.004532279363821743,0.3402076099800322,-0.3249651462827755,9.210329208783124,0.0007,0.0042,0.0146,0.0521,0.1466,0.2759,0.2873,0.1698,0.0437,0.0051,17.89197540283203
base12_2000,0.0060843522341285745,0.0012426656547490263,3.584956726082241,0.0,0.004,0.0,0.07918429608299801,0.051432848912050376,10.449467586578306,6.942731825509422,131.04931552273533,36.83229399840934,,,,,250.0,15.439814693363953,0.8008181825903581,-0.030491642533833463,0.14431926749767404,11.431254410954928,0.5778121836692867,36.83366224060372,3.903869376739716,-0.40235834482566757,1.40981359044966,-0.40829536348250867,1.4381609511408808,-40.76781406198409,5.66811336676241,8.0,0.0,0.0,0.0,2000.0,7.0,8.0,8.0,,77.60147630258783,6.221662423100063,11.438946394660153,0.4778773337247944,-0.025168953405287936,0.07344175302898538,0.0,0.0,-0.38267717721304906,1.4844631675818678,131.0493155227354,10.547348537772576,7.0,0.24888649037579266,7.338450299286388,7.262926287920786,0.9291094894328304,0.6263687001143152,0.5251241779435025,4.597260533822778,0.01,0.03,0.18,0.24,0.26,0.12,0.09,0.04,0.02,0.01,0.8773339035256267,0.8774906864068561,0.013704414160323823,0.5720039115667923,-0.2591113701793369,4.6050480030983785,0.01,0.02,0.01,0.09,0.21,0.2,0.25,0.12,0.08,0.01,0.4933164119720459
base12_9900,0.0024909201091284816,0.0005129776408031155,4.392316627985591,0.0,0.0008080808080808081,0.0,0.0782666506954117,0.05049509058978911,10.400094175230235,6.8989777172716655,131.57853378717326,36.129193717860836,,,,,1237.5,15.567379765301768,0.6147650499857383,-0.05562515876026258,0.06554511750442348,11.532688348421818,0.46667568475502014,42.13364193195952,2.0900945109317357,-0.24791020789669319,1.341617877000158,-0.21925103126180273,1.3731934482664572,-43.62160567459859,5.259128924865558,8.0,0.0,0.0,0.0,9900.0,6.0,8.0,8.0,,85.75524760655811,4.530099907734508,11.465250010259503,0.38033968189003514,0.006753505266807482,0.046743144877571925,0.0,0.0,-0.24976815517378803,1.3885598035384215,131.57853378717323,8.535493322172597,7.0,0.2491383101766844,7.9499680793684195,7.941204221330464,0.8552823732767476,-0.059980786931026486,0.3813242116314996,4.5994309079993085,0.03,0.11,0.15,0.15,0.24,0.15,0.04,0.08,0.04,0.01,0.8865710093933811,0.8878766909227027,0.010736920752404872,-0.2644590662756912,-0.10501608349795223,4.605096816478095,0.02,0.05,0.06,0.14,0.15,0.23,0.18,0.08,0.07,0.02,0.6570618152618408
base12_8000,0.002778521034403166,0.0006113623431545787,4.247926507544319,1.5144602235853453e-07,0.001,0.0,0.0774442580955571,0.051701374486868075,10.340974755604531,7.096665867032789,132.08603796799164,36.36739729346036,,,,,1000.0,15.567851983481537,0.6787759718424107,-0.05199985785069294,0.066242438085446,11.543944953483173,0.49650448595404234,42.13364193195952,2.0900945109317357,-0.26117088543045297,1.3607184601655777,-0.2470473257925552,1.4012099458985416,-43.491557200457194,5.33127517942696,8.0,0.0,0.0,0.0,8000.0,6.0,8.0,8.0,,85.62519913241671,4.55819510370099,11.486973068795942,0.39350103974939604,0.010036477650711638,0.050327652893123485,0.0,0.0,-0.26922339145822083,1.4178301339657169,132.08603796799162,8.865072846330742,7.0,0.2513052941381097,7.967785957170419,7.861119892987905,0.9455657069815652,0.3235319226265636,0.6648058625907856,4.5982644791714815,0.08,0.16,0.19,0.2,0.13,0.12,0.07,0.02,0.01,0.02,0.8865494443160662,0.8861709267179121,0.011672110263050765,-0.4175631481726043,0.1196690450287622,4.60508355624758,0.03,0.09,0.12,0.18,0.15,0.16,0.15,0.08,0.02,0.02,0.638120174407959
base12_4000,0.004208693161718435,0.0007879441035646489,3.906888340456499,0.0,0.002,0.0,0.0802295681559239,0.05190578784670196,10.733963091920936,7.193276488736957,132.40091174717165,37.44822984997505,,,,,500.0,15.536058209600753,0.7858541723025576,-0.06710446773219508,0.06546525238161181,11.513278528800846,0.5749871018944568,40.87997240322885,2.414268178065149,-0.29571230518281316,1.3896610314735838,-0.2443331912875634,1.4046517549052466,-39.08972710365946,2.924837815248913,8.0,0.0,0.0,0.0,4000.0,7.0,8.0,8.0,,79.96969950688832,3.3753113010635647,11.500518578030377,0.39854619169437905,-0.0028301749903725812,0.039819813009969424,0.0,0.0,-0.2668862266766713,1.4300537567969855,132.40091174717165,9.025750690133485,7.0,0.24634257915817714,7.6518287030211996,7.594793202034165,0.9066134944896826,0.6246446633351344,0.32441175449345266,4.598184289038196,0.04,0.06,0.1,0.26,0.23,0.16,0.09,0.03,0.02,0.01,0.8820781084081006,0.88265158810124,0.012800744400818012,0.5826039646450516,-0.4818559768865751,4.605064627648741,0.02,0.02,0.06,0.06,0.18,0.22,0.25,0.13,0.04,0.02,0.5252861976623535
base12_1000,0.009360782505501508,0.0018102880956969388,3.169907871322856,4.5952848941785015e-06,0.008,0.0,0.0861308366975572,0.04668261259963094,11.733622377201291,6.693287427498878,134.69828089778466,40.23557918237216,,,,,125.0,15.473424710429185,0.8337989238262162,-0.04136323419233717,0.18545837217550584,11.511136878469097,0.6079208796230495,35.61817236882513,4.51114686099703,-0.2889455983446953,1.4222423580489576,-0.20539890844816516,1.4070259254834054,-38.16185519700079,4.957462837168139,8.0,0.0,0.0,0.0,1000.0,8.0,8.0,8.0,,73.78002756582593,7.976030792584845,11.594185482558547,0.5587167887867851,-0.011557296720594724,0.07631456514298535,0.0,0.0,-0.2625203390227242,1.45638029873969,134.69828089778457,13.11022251200439,7.0,0.2460910388618892,6.887993892523358,6.781018746825301,0.8840146709820611,0.5661162120282386,0.774189901595114,4.597136261096813,0.06,0.19,0.21,0.19,0.16,0.08,0.06,0.02,0.02,0.01,0.8700116199029823,0.8694313240815035,0.014126129352128482,-0.350854726413643,0.17119024269418326,4.605038477412828,0.02,0.07,0.13,0.17,0.18,0.18,0.12,0.08,0.03,0.02,0.474001407623291
base12_500,0.013315214295886424,0.002500908154577354,2.8073203201603487,0.0,0.016,0.0,0.07757999122229602,0.05155913524840364,10.475090928200595,6.972661716234411,134.72642238869577,38.0153819442201,,,,,62.5,15.783141023156144,1.0211151730195462,-0.05521867831460364,0.2062369739675134,11.658202643950286,0.7568721479397422,34.68112822411031,2.229761320511923,-0.45100672981364787,1.009324753585463,-0.39052026287592345,1.147618313620419,-34.32376588257766,4.424680730561565,8.0,0.0,0.0,0.0,500.0,8.0,8.0,7.0,,69.00489410668797,5.535192112163149,11.593746677101947,0.5966194057313267,0.061519696460016496,0.07922899107678079,0.0,0.0,-0.5312649754028769,1.003508782578061,134.7264223886957,13.867075894456784,7.0,0.25330128835678545,6.178311458679485,6.08538903703578,0.7756266325645613,0.04707534488843157,0.4989646817390909,4.597396593750996,0.04,0.11,0.2,0.23,0.14,0.15,0.07,0.04,0.01,0.01,0.8568573334712153,0.8565170339538046,0.015519730240769513,-0.25465772085767924,-0.07609182914459398,4.605006056663004,0.01,0.03,0.06,0.19,0.18,0.16,0.22,0.1,0.04,0.01,0.4660532474517822
base14_1000,0.015158158987912295,0.0063128305082607115,3.169907871322856,4.367275711110855e-06,0.032,0.0,0.14458792819519967,0.10581120869657898,8.22071848839693,6.364789010452289,56.449566449265745,59.48967470044874,,,,,31.25,10.709030160255931,1.3568567348450786,-0.32902043976162093,0.2342998505372209,7.914421286895214,1.001593028408891,22.348919112363625,1.8437162600662338,-0.02167811446673655,1.5978685273112183,-0.03858662360698212,1.9108929875088199,-21.867089680201328,2.5562734428494567,32.0,0.0,0.0,0.004032258064516129,1000.0,8.0,32.0,28.0,,44.21600879256495,3.0933880474344053,7.489496267482173,0.6070655881119716,-0.0011536754362212673,0.17056720432647524,0.0,0.0,-0.03323893520756334,1.7806972280237283,56.44956644926571,9.095654320529329,24.0,0.11354991367144547,5.623520916971206,5.165211239239905,1.8483195447004903,3.0545497893596383,1.546658315532836,4.5564640612799545,0.17,0.24,0.29,0.15,0.05,0.04,0.03,0.01,0.0,0.02,0.8300462298180517,0.8287535356981119,0.04286421323025977,-0.2027233193645288,-0.12760687599229076,4.603832193946284,0.04,0.06,0.07,0.12,0.19,0.18,0.17,0.07,0.07,0.03,1.025481939315796
base14_500,0.019217040508464834,0.005901813772849116,2.8073203201603487,0.0,0.064,0.0,0.14815501292428682,0.10480700065801135,8.406559703773155,6.267941218833331,56.348883962436474,59.91710763654392,,,,,15.625,10.525770084147807,1.3696420039283002,-0.34042214027488266,0.255646534658427,7.801776123952946,1.0319668813476488,19.98530765322665,2.357515225312761,-0.007143939938242902,1.5321847578256609,0.04851754081642631,1.8480827428494428,-20.591754280808388,2.260212296951424,32.0,0.0,0.0,0.0,500.0,10.0,32.0,19.0,,40.577061934035044,3.138830654856569,7.484900045175237,0.579348043967312,-0.03451453495787951,0.19893694912263074,0.0,0.0,0.0205041191357431,1.7456527956095045,56.34888396243649,8.599987016503125,23.0,0.1102250780884374,6.366174079491646,6.044893599683159,1.3582312577700495,0.9657059892313038,0.9133009614583736,4.583329676159871,0.1,0.18,0.23,0.19,0.12,0.08,0.03,0.04,0.0,0.03,0.8587925012176639,0.8587889993872682,0.024664800086095392,-0.21769639355514506,-0.1567272125922685,4.604756979840504,0.07,0.03,0.08,0.13,0.19,0.18,0.15,0.07,0.07,0.03,1.00486159324646
base14_4000,0.007732195155824889,0.003135069991029154,3.906888340456499,0.0,0.008,0.0,0.14307366907402808,0.10352017741185499,8.148542200974509,6.195152075653902,56.50724845845836,58.494317774180395,,,,,125.0,10.737981193816392,1.2767846432909116,-0.33435772699049693,0.23036482254056678,7.938930176722643,0.9429214784592413,23.89338091047727,2.3718273106665198,-0.05283134106378799,1.6088331056788672,-0.05380108017267668,1.8808928121093291,-23.576001490306034,1.9520203818113115,32.0,0.0,0.0,0.0020161290322580645,4000.0,1.0,32.0,28.0,,47.4693824007833,3.422125528111228,7.4970611003603445,0.5577126705458141,-0.005377594796926823,0.16690323149822867,0.0,0.0,-0.058334900434777584,1.7867571475701716,56.50724845845837,8.43472342844045,24.0,0.10989665475929762,14.266903713747046,14.073407606325777,1.5579510632159674,1.908905828554564,0.8986985021747763,4.5993511707800945,0.02,0.07,0.19,0.32,0.19,0.13,0.03,0.03,0.0,0.02,0.933136646885614,0.9329717223152544,0.006623655583146553,0.8993288433615652,0.024906263543133363,4.605144993930797,0.02,0.0,0.08,0.15,0.23,0.23,0.17,0.07,0.03,0.02,1.1793854236602783
base14_2000,0.010389865388360627,0.00400796382773524,3.584956726082241,0.0,0.016,0.0,0.14131077470774944,0.10282346878243674,7.961868861293899,6.048035082418752,55.97832338117682,57.11842271059341,,,,,62.5,10.746785423085456,1.2420580259210052,-0.35430227012718013,0.21949618002334303,7.913169464293847,0.8964470111875092,22.49356336204731,1.497533705569815,-0.07802716863038671,1.6118047578851948,-0.08984254856103378,1.8872441503179236,-22.891290791745966,2.1210402579670338,32.0,0.0,0.0,0.0020161290322580645,2000.0,1.0,32.0,24.0,,45.38485415379327,2.5541040519054183,7.463029208780144,0.5390729534170631,-0.01276249534650259,0.16809190745909314,0.0,0.0,-0.08200815562617507,1.793394196045074,55.97832338117682,8.113657558777994,24.0,0.10611030087820504,11.293187984740074,11.253239213993632,1.2097772744736552,1.1372321386098374,0.4853512965759679,4.59949086559424,0.11,0.08,0.23,0.25,0.18,0.09,0.05,0.0,0.0,0.01,0.9164839292244188,0.9169145523569584,0.008376700727272826,0.03826859380324565,-0.2261960765040475,4.605128385258263,0.07,0.05,0.07,0.19,0.21,0.2,0.13,0.06,0.01,0.01,1.0807764530181885
base14_8000,0.005575088478258585,0.0022574300645678354,4.2479265477025105,2.1025482891281568e-07,0.004,0.0,0.14283068315689468,0.10391102979299056,8.118066886391663,6.212536366640519,56.38491012871647,58.41547358528697,,,,,250.0,10.737504251828758,1.2660791275822996,-0.33780130784829,0.22128785729710165,7.936662551156726,0.9378712940263041,24.760866284184512,2.208253996870958,-0.03444464547523138,1.6064813534756792,-0.06171193984938231,1.8652028553406093,-24.864002930474324,1.8635677182305763,32.0,0.0,0.0,0.0020161290322580645,8000.0,1.0,32.0,30.0,,49.62486921465884,2.614278367255268,7.488751368271942,0.5597354886099113,-0.00693700323642028,0.1569461911650068,0.0,0.0,-0.040819011358956075,1.7761340972600683,56.38491012871648,8.420321544083084,24.0,0.1090381421444299,16.628120948683282,16.511903553564807,1.621566963496576,-0.043933039438212695,-0.02346995598727952,4.600388685939281,0.04,0.03,0.07,0.17,0.23,0.19,0.12,0.1,0.04,0.01,0.9423478995601932,0.9425582149779576,0.005571029697910912,0.6204030716355784,-0.6318928758001655,4.60515268880741,0.02,0.02,0.02,0.06,0.15,0.21,0.22,0.15,0.13,0.02,1.3159372806549072
base14_9900,0.00572838449295802,0.0024632479913520417,4.392316627985591,0.0,0.0032323232323232323,0.0,0.14267524530039505,0.10354357444767613,8.100449758446372,6.180353599338849,56.3410729795559,58.22720692632765,,,,,309.375,10.734144829654397,1.2683333401252985,-0.3341857328590865,0.2229794907759444,7.9244318290457,0.9335281470894976,25.212943322490155,1.7677483781152477,-0.033689864329886895,1.6022076578293714,-0.05196742779450633,1.8735338905787322,-24.901649545246634,1.8357664419176731,32.0,0.0,0.0,0.0020161290322580645,9900.0,1.0,32.0,31.0,,50.11459286773679,2.3522412328983586,7.4858308775339095,0.5596395637431542,-0.005862448655537443,0.1606592212075117,0.0,0.0,-0.04035128367621174,1.7800881983960524,56.34107297955589,8.415587523142374,24.0,0.10875390559192774,17.2698021604165,17.176690187998844,1.6435906416864745,0.6907235166537364,0.5878267549536337,4.6007023640332685,0.04,0.06,0.24,0.18,0.22,0.1,0.11,0.01,0.01,0.03,0.9444387174271536,0.9445677162787438,0.004935734034191204,0.18551258114326874,-0.035296851645896264,4.605156528873907,0.04,0.01,0.08,0.18,0.17,0.22,0.13,0.12,0.02,0.03,1.4199862480163574
base10_9900,0.074788729801342,0.013531101371030769,4.392316627985591,0.0,0.0008080808080808081,0.0,0.30539825734035236,0.204131209999115,9.988812101886186,7.14948410400051,33.08780800550982,35.76061750538162,,,,,1237.5,8.969566071172796,2.382213366917034,-1.016512349232376,0.41151220900984686,6.327277640470631,2.001258502362995,11.668545044524178,1.1660160230876047,-0.22989122657781141,1.3126202714408532,-0.4917283899290515,2.368796016107397,-11.16855081902957,1.5109532671290677,8.0,0.0,0.0,0.17857142857142855,9900.0,0.0,8.0,1.0,,22.837095863553746,2.066917816189317,5.687337305636477,0.9208706299245604,0.08782716654682027,0.4782052020238107,0.0,0.0,-0.4562045161170987,1.9092957124521805,33.08780800550984,9.289465212210713,5.0,0.17755061476894332,6.989403016392496,6.874967202835884,0.9345270068880812,1.4416701916344383,1.0771923294392158,4.596561478778501,0.17,0.24,0.16,0.18,0.14,0.04,0.02,0.02,0.01,0.02,0.871902488462255,0.8716164276703432,0.01395957833539506,-0.2298737373831345,0.4420534595556145,4.605042305626358,0.07,0.18,0.16,0.1,0.15,0.15,0.11,0.03,0.02,0.03,0.7848629951477051
base10_1000,0.1391730864231229,0.026088935957819193,3.1699094960014107,6.016640247845747e-06,0.008,0.0,0.30255993024343936,0.20023061027807218,9.885212016339164,7.0295003133210106,33.0852467444447,35.381018101639825,,,,,125.0,8.901142616567883,2.4047825622649213,-0.9988268377858684,0.40972169992533936,6.116525029563098,2.033693262423052,11.039934962191806,1.3997242623753643,-0.26850969295521276,1.339681023946717,-0.5808062844685979,2.751284634973716,-10.629694124117208,1.5553040861356655,8.0,0.0,0.0,0.17857142857142855,1000.0,0.0,8.0,1.0,,21.669629086309016,2.2372919939869034,5.6851563487914545,0.9345703576607682,0.09348915687098354,0.4881402289375823,0.0,0.0,-0.505334689331627,1.964649050942777,33.08524674444469,9.427850322652283,5.0,0.17693208335737842,0.8113994743118821,0.7899700808417081,0.10419617485140367,3.923458449994083,1.4103784538221813,4.597298793835905,0.1,0.26,0.29,0.15,0.14,0.03,0.02,0.0,0.0,0.01,0.3342642757345592,0.3343137572260637,0.045203963331929324,0.5514644221580576,0.2501301359304705,4.596035939745301,0.04,0.07,0.15,0.24,0.2,0.2,0.06,0.03,0.0,0.01,0.5515687465667725
base10_500,0.1531529788203812,0.031671390444153756,2.8073203201603487,0.0,0.016,0.0,0.30949734646753635,0.2011995232077853,10.250703847536476,7.2569652879876125,33.420935897565165,36.672110329867145,,,,,62.5,9.063230931161325,2.4953001974394287,-1.0226299663028269,0.4189048743872801,6.298415696662026,2.1432642586465294,10.657360459384776,1.1436266234310146,-0.24654032158976297,1.3218816306834085,-0.6593320337527813,2.680610388090371,-10.234924888441682,1.5540981100998676,8.0,0.0,0.0,0.17857142857142855,500.0,0.0,8.0,1.0,,20.892285347826462,2.4186324506454344,5.708806416325329,0.9742192176230992,0.09281186180926872,0.47686703288578863,0.0,0.0,-0.4731348680952544,1.9202391406686725,33.42093589756514,9.897808179376826,5.0,0.1847679280464437,1.4574173360462443,1.468146902380952,0.17048807983975733,0.7423519293202139,-0.2509392757838372,4.598199942865349,0.06,0.02,0.05,0.16,0.22,0.21,0.22,0.02,0.02,0.02,0.6282747738906704,0.6363119155848758,0.041548951020171566,0.659997876082925,-0.9758238325843585,4.602930069825988,0.03,0.04,0.01,0.04,0.09,0.13,0.18,0.24,0.17,0.07,0.5350558757781982
base10_2000,0.11524268564308411,0.018383840273268656,3.584956726082241,0.0,0.004,0.0,0.30266379323256926,0.20307463749420088,9.870180393193547,7.074607548294009,32.99684395170207,35.343072031919526,,,,,250.0,8.90634879800054,2.365278140550023,-0.9901062231088339,0.41999634060688684,6.106286496979081,1.8748665785022296,11.20840943510079,1.0246983904622056,-0.32761678392523297,1.361841215653945,-0.885119274629019,2.612418787645831,-10.975427077798699,1.4678347495227537,8.0,0.0,0.0,0.17857142857142855,2000.0,0.0,8.0,1.0,,22.18383651289949,1.9301250614544267,5.680584632404118,0.9120164069929184,0.11875313781087478,0.4892782322026882,0.0,0.0,-0.5988865145041564,1.9715796328359894,32.996843951702076,9.147048571077164,5.0,0.17993084827726386,5.075839666114382,4.9048440698361215,0.6697048067634616,-0.2149470325063892,0.5720013726952636,4.596621307457212,0.05,0.2,0.22,0.09,0.16,0.13,0.06,0.07,0.0,0.02,0.8289737821091747,0.8263691187302971,0.018755944810305368,-0.6376237759227728,0.0938137130658594,4.604914359005125,0.02,0.03,0.13,0.18,0.16,0.12,0.19,0.09,0.06,0.02,0.6143102645874023
